SMILES,intra,database,secdatabase
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1,MetaNetX,
*C(=O)C(CCCCCCCCCCCCCCCCCCCCCCCCCC)C(=O)CCCCCCCCCCCCCCCC1CC1CCCCCCCCCCC1CC1CCCCCCCCCCCCCCCCCC,1,MetaNetX,
COc1cc([C@@H]2Oc3c(OC)cc(/C=C/CO)cc3[C@H]2CO)ccc1O,1,MetaNetX,
*C(=O)C(CCCCCCCCCCCCCCCCCCCCCCCCCC)C(=O)CCCCCCCCCCCCCCCC1CC1CCCCCCCCCCCCCCCCC(OC)C(C)CCCCCCCCCCCCCCCCCC,1,MetaNetX,
O=C1OC(O)C(Cc2ccccc2)=C1c1ccccc1,1,MetaNetX,
*C(=O)C(CCCCCCCCCCCCCCCCCCCCCCCCCC)C(=O)CCCCCCCCCCCCCCCCC1CC1C(C)CCCCCCCCCCCCCCCCC(=O)C(C)CCCCCCCCCCCCCCCCC,1,MetaNetX,
O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1ccccc1,1,MetaNetX,
*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCCCCCCCCCCCCCCCCCC)C(*)=O,1,MetaNetX,
C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CCC(=O)C[C@H]1C[C@H]3O,1,MetaNetX,
*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC/C=C\CCCCCC)C(*)=O,1,MetaNetX,
*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCC/C=C\CCCCCC)C(*)=O,1,MetaNetX,
*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCC/C=C\CCCCCC)C(*)=O,1,MetaNetX,
C[C@H](CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(=O)[O-],1,MetaNetX,
C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,1,MetaNetX,
*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCCCCCCCCCCCCCCCC)C(*)=O,1,MetaNetX,
*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CC/C=C\CCCCCCCCCCC)C(*)=O,1,MetaNetX,
C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,1,MetaNetX,
C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,1,MetaNetX,
C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,MetaNetX,
CC(C)=CCOP(=O)([O-])[O-],1,MetaNetX,
CC(C)CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1,MetaNetX,
CCCCCCCCCCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1,MetaNetX,
CCCCCCCCCCCCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1,MetaNetX,
CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C(\O)c1ccccc1O,1,MetaNetX,
CC(=O)C(=O)[C@@H](O)COP(=O)([O-])[O-],1,MetaNetX,
CCCCCCCC(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC,1,MetaNetX,
CCCC(C(=O)O)C(=O)CC,1,MetaNetX,
O=C(O)[C@H](O)[C@@H](CO)OP(=O)(O)O,1,MetaNetX,
C=CC1=CC(C(=O)[O-])[NH2+]C1,1,MetaNetX,
N[C@@H](C[Se](=O)O)C(=O)O,1,MetaNetX,
*C(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCC,1,MetaNetX,
*C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC,1,MetaNetX,
*C(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCCCC,1,MetaNetX,
*C(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCC,1,MetaNetX,
CO[C@@H]1C(O)=C(C(C)=O)C(=O)[C@@]2(O[C@H]3C[C@@H](O[C@H]4C[C@@H](O[C@H]5C[C@](C)(O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)C(=O)c3c(cc4cc(O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)c(C)c(O)c4c3O)C[C@@H]12,1,MetaNetX,
[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],1,MetaNetX,
*C(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,1,MetaNetX,
CCCCCCCC[C@H](O)/C=C/CCCCCCC(=O)[O-],1,MetaNetX,
CCCCCCCCC(/C=C/CCCCCCC(=O)[O-])OO,1,MetaNetX,
N=C(N)N1Cc2ccccc2C(O)C1,1,MetaNetX,
CCCCNC(=O)NS(=O)(=O)c1ccc(CO)cc1,1,MetaNetX,
COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc([O-])c(C/C=C(\C)CO)c3O[C@@H]1CO2,1,MetaNetX,
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@]2(O)C3=O)O1,1,MetaNetX,
CC(/C=C/C=C(C)/C=C/C=C(\C)C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(/C)C(=O)[O-],1,MetaNetX,
CC(C)CCCCCCCCCCCC=O,1,MetaNetX,
O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1,MetaNetX,
O=C(c1ccc(O)cc1)c1ccc(O)cc1,1,MetaNetX,
O[C@H]1C=CC=C2Oc3ccccc3O[C@@]21O,1,MetaNetX,
CC(C)(C1=CC(=O)C(=O)C=C1)c1ccc(O)cc1,1,MetaNetX,
C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1[C@H](CO)C(=O)OC,1,MetaNetX,
CC(O)CCCCCC/C=C\CCCCCCCC(=O)[O-],1,MetaNetX,
Oc1c(O)c2cc3ccccc3c3ccc4cccc1c4c23,1,MetaNetX,
C[C@H](CNC(N)=O)C(=O)O,1,MetaNetX,
C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)COP(=O)([O-])OP(=O)([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O[C@@H]4O[C@@H]5COC(C)(C(=O)[O-])O[C@H]5[C@H](O)[C@@H]4O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O,1,MetaNetX,
O=C([O-])CCCCCCCCCCCCCCCCCO,1,MetaNetX,
C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,1,MetaNetX,
C/C(C=O)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=O,1,MetaNetX,
C[NH+]1CCCC1CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1,MetaNetX,
O=c1c(-c2ccc(O)cc2O)coc2cc([O-])cc(O)c12,1,MetaNetX,
COC(=O)CC(=O)CC1CCC(O)[NH+]1C,1,MetaNetX,
Brc1cc(Br)c2oc3c(Br)c(Br)[nH]c3c2c1,1,MetaNetX,
O=C([O-])C/C=C/c1cccnc1,1,MetaNetX,
O=C(O)CCCc1cccnc1,1,MetaNetX,
Oc1ccc(O)c(-c2ccccc2)c1,1,MetaNetX,
CC1(C)CCC=C([C@@H]2CC=C(C=O)CC2)C1,1,MetaNetX,
O=NNCCCC(=O)c1cccnc1,1,MetaNetX,
O=C([O-])C(=O)/C=C\C1=C[NH2+]C(C(=O)[O-])C1,1,MetaNetX,
O=C(/C=C/C=C/c1ccccc1)CCC1=CC(=O)C(=O)C=C1,1,MetaNetX,
NC1=NC(C(=O)O)CS1,1,MetaNetX,
O=NN(CO)CCCC(=O)c1cccnc1,1,MetaNetX,
C=C(Cl)C(=O)[O-],1,MetaNetX,
Cn1c(NO)nc2ncc(-c3ccccc3)cc21,1,MetaNetX,
Nc1nc(O)c2nc(CNc3ccc(C(=O)[O-])cc3)cnc2n1,1,MetaNetX,
CC(=O)Nc1cc(N)c(C)c([N+](=O)[O-])c1,1,MetaNetX,
O=C(O)C(=O)CCc1ccccc1,1,MetaNetX,
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8COC(=O)C8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1,MetaNetX,
NC1CCN(C(=O)O)CC1,1,MetaNetX,
CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,MetaNetX,
Cc1c2c(c(O)c3c(O)ccc(Cl)c13)C(=O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N)[C@@H]1C2,1,MetaNetX,
O=C1C=CC(Br)=CC1=O,1,MetaNetX,
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CC(=O)O,1,MetaNetX,
NC(=O)OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)C[C@H]3[NH3+])[C@@H]([NH3+])C[C@H]2[NH3+])[C@H](O)[C@@H]([NH3+])[C@@H]1O,1,MetaNetX,
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CC(=O)O,1,MetaNetX,
O=Cc1ccc(C(=O)[O-])cc1,1,MetaNetX,
O=C([O-])c1ccc(CO)cc1,1,MetaNetX,
O=C(O)c1ccc(/N=N/c2ccc(S(=O)(=O)O)cc2)cc1,1,MetaNetX,
O=C([O-])/C=C(Cl)\C=C(\F)C(=O)[O-],1,MetaNetX,
CC(C)=CCOc1ccc(C[C@@H]2NC(=O)[C@H](CO)NC2=O)cc1,1,MetaNetX,
OC[C@@H](O)C(O)[C@H](O)CO,1,MetaNetX,
Cc1cc(Cl)ccc1O,1,MetaNetX,
*C(=O)OC[C@H](O)CO,1,MetaNetX,
CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)CCl,1,MetaNetX,
O=C(O)/C=C/Br,1,MetaNetX,
CCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO,1,MetaNetX,
CCCCCCCCCCCC(=O)[C@@H]([NH3+])CO,1,MetaNetX,
CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCl,1,MetaNetX,
O=C(/C=C/c1ccc(O)cc1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)[O-],1,MetaNetX,
Cc1occc(=O)c1O,1,MetaNetX,
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(O)c1ccccc1,1,MetaNetX,
COc1cc(O)cc(-c2ccccc2)c1,1,MetaNetX,
CC(C)CCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1,MetaNetX,
C[NH2+][C@@H](Cc1c[nH]c2cccc(CC=C(C)C)c12)C(=O)[O-],1,MetaNetX,
O=Cc1ccc(C(=O)O)c(O)c1,1,MetaNetX,
NC(CCC(=O)NC(CSC1CCOP(=O)(N(CCCl)CCCl)N1)C(=O)NCC(=O)O)C(=O)O,1,MetaNetX,
O=C(CCCO)c1cccnc1,1,MetaNetX,
CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO,1,MetaNetX,
N#CCCc1ccccc1,1,MetaNetX,
Cc1cc(O)cc(C)c1N,1,MetaNetX,
CN(N=O)C(O)CCC(=O)c1cccnc1,1,MetaNetX,
O=C1c2ccccc2-c2c(O)cccc21,1,MetaNetX,
CC(=O)/C=C/c1ccc(O)cc1,1,MetaNetX,
Oc1ccc(Br)cc1-c1cc(Br)cc(Br)c1O,1,MetaNetX,
O=C([O-])CC(=O)c1ccc(O)cc1,1,MetaNetX,
CC(C)=CCc1cc(C(=O)[O-])ccc1O,1,MetaNetX,
N[C@@H](Cc1c[nH]c2cccc(O)c12)C(=O)O,1,MetaNetX,
O=CCCc1ccc(O)cc1,1,MetaNetX,
O=C(O)CCCc1ccccc1,1,MetaNetX,
C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)[O-],1,MetaNetX,
Cc1ccc(NO)cc1,1,MetaNetX,
OCc1ccc(O)c(O)c1,1,MetaNetX,
Cc1c(O)cc(O)c2c1COC2=O,1,MetaNetX,
O=C(Oc1ccc(O)cc1)c1ccc(O)cc1,1,MetaNetX,
O=C(O)c1ccc(O)cc1C(=O)O,1,MetaNetX,
O=C1CCOP(=O)(N(CCCl)CCCl)N1,1,MetaNetX,
O=C1CCOP(=O)(NCCCl)N1CCCl,1,MetaNetX,
CC(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C(=O)CCC1(C)C,1,MetaNetX,
O=C([O-])CCCC(=O)[O-],1,MetaNetX,
COc1cccc2[nH]cc(C/C([S-])=N\OS(=O)(=O)[O-])c12,1,MetaNetX,
C[NH+]1CCC=C1c1ccc(O)nc1,1,MetaNetX,
COc1cccc2[nH]cc(CN=C=S)c12,1,MetaNetX,
Oc1ccc2[nH]c3c(c2c1)CCNC3,1,MetaNetX,
O=C(OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1,1,MetaNetX,
COc1cccc2[nH]cc(CNC(=S)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])c12,1,MetaNetX,
COc1ccc(CO)cc1,1,MetaNetX,
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(O)c(O)cc21,1,MetaNetX,
C=C(CC(C)(C)c1ccc(O)cc1)c1ccc(O)cc1,1,MetaNetX,
CC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,1,MetaNetX,
CSCCC/C(=N\O)SC[C@H](N)C(=O)NCC(=O)O,1,MetaNetX,
Cc1cc(=O)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,1,MetaNetX,
Cc1ccc([N+](=O)[O-])cc1,1,MetaNetX,
