SMILES,intra,database,secdatabase
C([C@H](C(=O)O)N)SC[C@@H](C(=O)O)N,1,PubChemBioCyc,
C1=C(N=C(N=C1N)N)N,1,PubChemBioCyc,
CC1=CC2C(=C(CCCC2(C)C)C)CC1,1,PubChemBioCyc,
C1=CC(=CC=C1N=NC2=C(NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)O)C(=O)O)S(=O)(=O)O,1,PubChemBioCyc,
CC(C[N+](C)(C)C)O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCC(=O)OCCO,1,PubChemBioCyc,
CC(=O)CC(=O)C(=O)O,1,PubChemBioCyc,
OI(=O)=O,1,PubChemBioCyc,
O.O.O.O.O.[O-]S(=O)(=O)[O-].[Cu+2],1,PubChemBioCyc,
OS(=O)(=S)O,1,PubChemBioCyc,
[NH4+].[NH4+].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Fe+2],1,PubChemBioCyc,
CCCCCC(=O)C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O,1,PubChemBioCyc,
[O-][Se](=O)(=O)[O-],1,PubChemBioCyc,
C1C=CC(C=C1)CC(C(=O)O)N,1,PubChemBioCyc,
C1(C(O1)(Cl)Cl)Cl,1,PubChemBioCyc,
C1=CC=C(C=C1)C2C(O2)C3=CC=CC=C3,1,PubChemBioCyc,
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)(O)[O-])O)O)N.[Mg+2],1,PubChemBioCyc,
CC1=C(C=C(C=C1)NC(=O)NC)Cl,1,PubChemBioCyc,
C(C(=O)O)S(=O)(=O)O,1,PubChemBioCyc,
CCC(C(C1=CC=CC=C1)O)O,1,PubChemBioCyc,
C(CBr)S(=O)(=O)O,1,PubChemBioCyc,
COC(=N)CCCCCCC(=N)OC,1,PubChemBioCyc,
C(C(C(=O)O)OCC(=O)O)C(=O)O,1,PubChemBioCyc,
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C,1,PubChemBioCyc,
CCCCS(=O)(=O)O,1,PubChemBioCyc,
O[Te](=O)(=O)O,1,PubChemBioCyc,
CCC(C(C(=O)O)N)O,1,PubChemBioCyc,
C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OP(=O)(O)O)O)O)O,1,PubChemBioCyc,
C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C,1,PubChemBioCyc,
C[C@](CO)([C@@H]([C@@]12C(=O)N[C@@](C(=C)CCO1)(C(=O)N2)O)O)O,1,PubChemBioCyc,
CCCCCCCCCCC(CC)O,1,PubChemBioCyc,
C1=NC(=C2C(=N1)N(C=[N+]2[O-])[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,1,PubChemBioCyc,
C1=CC(=CC(=C1)F)C=O,1,PubChemBioCyc,
CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)CCC(=O)O)C)C(=C4C)CCC(=O)O)C(=C3C)CCC(=O)O)CCC(=O)O,1,PubChemBioCyc,
CCCCCOS(=O)(=O)O,1,PubChemBioCyc,
C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,1,PubChemBioCyc,
C1=C(C(=C(C(=C1Cl)O)Cl)Cl)O,1,PubChemBioCyc,
C1=C(C(=CC(=C1O)O)O)C(=O)O,1,PubChemBioCyc,
COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=O)C=C3O2)O)O,1,PubChemBioCyc,
CC(=O)NCCC1=CC=CC=C1,1,PubChemBioCyc,
CCCCOS(=O)(=O)O,1,PubChemBioCyc,
C1=NC(=O)NC(=C1CO)N,1,PubChemBioCyc,
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@H]([C@H](O3)CO)O)O)O)N,1,PubChemBioCyc,
C1=CC=C2C(=C1)C(=CN2)C(=O)C(=O)O,1,PubChemBioCyc,
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)Cl,1,PubChemBioCyc,
C(CO)C=O,1,PubChemBioCyc,
C(C(=O)N)C(=O)O,1,PubChemBioCyc,
C1=CC=C(C=C1)COC(=O)N[C@@H](CCC(=O)N)C(=O)O,1,PubChemBioCyc,
CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)N,1,PubChemBioCyc,
CCCCP(=O)(O)O,1,PubChemBioCyc,
C1=C(C=C(C(=C1Br)O)Br)C(=O)O,1,PubChemBioCyc,
CCC1=NC=CC(=C1)C(=O)N,1,PubChemBioCyc,
C1(=C(NC(=O)NC1=O)N)O,1,PubChemBioCyc,
COC1=C(C(=C(C=C1)C(=O)O)O)O,1,PubChemBioCyc,
CSCCCN,1,PubChemBioCyc,
CC1=C[C@H]2[C@H](C2(C)C)CC1,1,PubChemBioCyc,
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,1,PubChemBioCyc,
C([C@@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O)O,1,PubChemBioCyc,
CC(=O)CC(=O)OC1=CC=CC=C1,1,PubChemBioCyc,
CC(=O)P(=O)(O)O,1,PubChemBioCyc,
C=C(C(=O)O)Br,1,PubChemBioCyc,
CO[C@H]1[C@@H]([C@H](O[C@@H]([C@@H]1O)O)CO)O,1,PubChemBioCyc,
C(N)S(=O)(=O)O,1,PubChemBioCyc,
C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)N)NC(=O)N2,1,PubChemBioCyc,
C1[C@H]2[C@@H]([C@@H](S1=O)CCCCC(=O)O)NC(=O)N2,1,PubChemBioCyc,
[O-]I(=O)=O,1,PubChemBioCyc,
C1=CC2=C(C(=C1)O)C(=CN2)C[C@@H](C(=O)O)N,1,PubChemBioCyc,
O=[Mo+2]=O,1,PubChemBioCyc,
CC1=C[C@@H]([C@H]2C[C@@H]1C2(C)C)O,1,PubChemBioCyc,
O=[Mo+4],1,PubChemBioCyc,
C1=CC(=CC=C1N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,1,PubChemBioCyc,
CC(C)(C=O)O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCC,1,PubChemBioCyc,
CCCCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCC,1,PubChemBioCyc,
CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCC,1,PubChemBioCyc,
C[C@@H]1CC[C@H]([C@]12CCC(=CC2)C)C(=C)C,1,PubChemBioCyc,
CN[C@@H](CC1=CN=CN1)C(=O)O,1,PubChemBioCyc,
C1=CC(=C(C=C1Cl)O)N,1,PubChemBioCyc,
C1=CC(=C(C=C1CN)O)O,1,PubChemBioCyc,
CCSC[C@@H](C(=O)O)N,1,PubChemBioCyc,
COC1=C(C=C2C(=C1)[C@H]3[C@@H](CO2)OC4=C(C3=O)C=CC5=C4C[C@@H](O5)C(=C)CO)OC,1,PubChemBioCyc,
CC1=C[C@H]2[C@H](CC1)C(=C)CC[C@@H]2C(C)C,1,PubChemBioCyc,
CCC1=C(C(=O)C(O1)C)O,1,PubChemBioCyc,
CC[C@H](C)[C@H](C(=O)O)N,1,PubChemBioCyc,
CC(=C)C1CCC(C(C1)O)(C)O,1,PubChemBioCyc,
CC1=C2C(=C(C=C1)C(=O)O)N=C3C(=C(C(=O)C(=C3O2)C)N)C(=O)O,1,PubChemBioCyc,
COC1=NC=C(C(=N1)N)CO,1,PubChemBioCyc,
C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N,1,PubChemBioCyc,
C1OC2=CC3=CC=CC=C3C=C2O1,1,PubChemBioCyc,
CCCC(C(=O)O)O,1,PubChemBioCyc,
C1=CC=C(C=C1)[C@H]2[C@H](O2)C3=CC=CC=C3,1,PubChemBioCyc,
C(CC(=O)O)[C@@H](C(=O)O)NC(=O)CN,1,PubChemBioCyc,
C(C(=O)[C@H]([C@@H](C(=O)CO)O)O)O,1,PubChemBioCyc,
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)S)CO)O,1,PubChemBioCyc,
C1=C(C=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)F,1,PubChemBioCyc,
C(C(C(C=O)O)O)O,1,PubChemBioCyc,
C(C(=O)[C@H]([C@@H](C(=O)C(=O)O)O)O)O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCCCCCCCCC(C(=O)O)O,1,PubChemBioCyc,
[Al+3],1,PubChemBioCyc,
[Pt+2],1,PubChemBioCyc,
C(C(=O)O)C(C(C(=O)O)F)(C(=O)O)O,1,PubChemBioCyc,
C[C@H](CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,1,PubChemBioCyc,
[C@H]1([C@H](C([C@@H]([C@@H](C1O)O)O)OP(=O)(O)O)O)O,1,PubChemBioCyc,
C1CO[C@H]2[C@@H]1C3=C(O2)C=C4C(=C3O)C(=O)C5=C(C4=O)C=C(C=C5O)O,1,PubChemBioCyc,
[O-]S(=O)(=O)OOS(=O)(=O)[O-],1,PubChemBioCyc,
C[C@@H]1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)O)Cl,1,PubChemBioCyc,
CC(=O)OCCC1C(OC2=C1C(=C3C(=C2)C(=O)C4=C(C3=O)C(=CC(=C4)O)O)O)O,1,PubChemBioCyc,
C1=CC=C2C3C(O3)C=CC2=C1,1,PubChemBioCyc,
C(C(CS(=O)(=O)O)O)O,1,PubChemBioCyc,
CC1=CC[C@@](CC1)(C)[C@]2(CCCC2=C)C,1,PubChemBioCyc,
C1=CC=C2C(=C1)C(=C(C(=O)N2)O)C3=CC(=CC=C3)O,1,PubChemBioCyc,
CCCCCCCCC[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N(C)C)N(C)C,1,PubChemBioCyc,
C[C@H]1C=C[C@H]2CCCC[C@H]2[C@@H]1C3=CC(=C(C(=O)O3)C=O)OC,1,PubChemBioCyc,
C1=CC(=C(C=C1O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O,1,PubChemBioCyc,
C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)O,1,PubChemBioCyc,
C(C[Se]CC(C(O)O)N)N,1,PubChemBioCyc,
C1=CC(C(C(C1O)O)O)Br,1,PubChemBioCyc,
CC(=CCCC(=CCCC(=CC(=O)OC)C)C)C,1,PubChemBioCyc,
C[C@@]12CC[C@@]3([C@@H](C1=CC(CC2)(C)C)CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)C,1,PubChemBioCyc,
CC1=CNC(=O)N(C1=O)C,1,PubChemBioCyc,
[O-]Cl(=O)(=O)=O,1,PubChemBioCyc,
C1=CC=C(C(=C1)[N+](=O)[O-])OC2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,1,PubChemBioCyc,
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N,1,PubChemBioCyc,
CC(=O)C1=C[N+](=CC=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,1,PubChemBioCyc,
C=C(C(=O)O)N,1,PubChemBioCyc,
CC1=CC(=O)OC2=C1C=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,1,PubChemBioCyc,
C(C(=O)C(=O)O)P(=O)(C(=O)O)O,1,PubChemBioCyc,
C1CC=C(NC1)C(=O)O,1,PubChemBioCyc,
C([C@H]([C@@H](C(=O)O)N)O)F,1,PubChemBioCyc,
C[C@@H]1CC[C@@H]2[C@@H]1C[C@@]3([C@H]4C[C@]2([C@]3(C(=C4)C(C)C)C(=O)O)C=O)CO,1,PubChemBioCyc,
C1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC3=CC=CC=C3)O)O)O)O)O)O,1,PubChemBioCyc,
C=CC1SCC=CS1,1,PubChemBioCyc,
C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O,1,PubChemBioCyc,
C1CSC(=O)[C@H]1N,1,PubChemBioCyc,
CC1=C(N2C(=C(C(=O)N2C1=O)C)CSC[C@@H](C(=O)O)N)C,1,PubChemBioCyc,
O=[W],1,PubChemBioCyc,
C=C[Hg]Br,1,PubChemBioCyc,
C1=CC(=O)OC1CO,1,PubChemBioCyc,
CC(C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C4C(=CC(=C23)N1C)[C@@](CC[C@]4(C)C=C)(C)C(C)C)COC,1,PubChemBioCyc,
C(CCC(=O)C(=O)O)CCC(=O)O,1,PubChemBioCyc,
CC[C@H](C)[C@H]1C2=N[C@@H]([C@H](O2)C)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C)[C@@H](C)CC)CC6=CC=CC=C6,1,PubChemBioCyc,
CC1C2C(=O)NC(C3=NC(CS3)C(=O)NC(C4=NC(=CS4)C(=O)NC(C(=N2)O1)C(C)C)CC5=CC=CC=C5)C,1,PubChemBioCyc,
O.O.[O-][W](=O)(=O)[O-].[Na+].[Na+],1,PubChemBioCyc,
C1=C(NC=N1)CC=O,1,PubChemBioCyc,
C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O,1,PubChemBioCyc,
CC1=C(SC(=N1)N)CCO,1,PubChemBioCyc,
CC(C)C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N,1,PubChemBioCyc,
C([C@H]([C@@H]([C@H](C(=O)COP(=O)(O)O)O)O)O)O,1,PubChemBioCyc,
C1=C(C=C(C(=C1C(=O)O)O)O)C(=O)O,1,PubChemBioCyc,
C1CC(=O)NC=C1C(=O)O,1,PubChemBioCyc,
C([C@H]([C@H]([C@H]([C@@H](CO)O)O)O)O)O,1,PubChemBioCyc,
CN(C)CCOP(=O)(O)O,1,PubChemBioCyc,
COC1=C(NC(=C1)C2=CC=CN2)C=O,1,PubChemBioCyc,
C[N+](C)(C)CCP(=O)(O)O,1,PubChemBioCyc,
CCCCCCC#CCC(=O)N(CCS)C(=O)C,1,PubChemBioCyc,
OP(=S)(O)S,1,PubChemBioCyc,
C([C@H](C(=O)COP(=O)(O)O)O)O,1,PubChemBioCyc,
C(CC(=O)N)C(=O)C(=O)[O-],1,PubChemBioCyc,
C1=C[C@@H]([C@H](C=C1)O)O,1,PubChemBioCyc,
C([C@@H](C(=O)O)N)C(=O)OP(=O)(O)O,1,PubChemBioCyc,
CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O)O)N(C)C)O,1,PubChemBioCyc,
C1=C(C(=C(N1)Br)Br)Br,1,PubChemBioCyc,
C1C2=CC(=O)OC2=CC(O1)O,1,PubChemBioCyc,
CCNC1=NC(=NC(=N1)S(=O)C)NC(C)C,1,PubChemBioCyc,
CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,1,PubChemBioCyc,
C1=CC(=C(C(=C1C[C@@H](C(=O)O)N)SC[C@@H](C(=O)O)N)O)O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O)OC(=O)C[C@@H](CCCCCCCCCCC)O,1,PubChemBioCyc,
C([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)C(=O)C(=O)O,1,PubChemBioCyc,
C[S+](C)CC(=O)O,1,PubChemBioCyc,
C1=CC(=C(C(=C1)O)O)C(=O)NCC(=O)O,1,PubChemBioCyc,
C1[C@H](NC2=CC(=C(C=C21)O)O)C(=O)O,1,PubChemBioCyc,
CNCCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O,1,PubChemBioCyc,
C[C@H]1CC[C@H]2[C@@H]1C(=O)OC=C2C,1,PubChemBioCyc,
CC(=O)CS(=O)(=O)[O-],1,PubChemBioCyc,
C1[C@@H]([C@H](OC1=O)CO)O,1,PubChemBioCyc,
C[C@H]([C@@H](C1=CC=CC=C1)O)N,1,PubChemBioCyc,
C=C1[C@@H](COC1=O)O,1,PubChemBioCyc,
C1C=CC(=O)C(O1)(C(O)O)O,1,PubChemBioCyc,
C1=C(C=C(C(=C1O)O)Br)C(=O)O,1,PubChemBioCyc,
C1CN2CC3=CC=CC=C3C[C@H]2C4=CC=CC=C41,1,PubChemBioCyc,
C([C@H]([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O)OP(=O)(O)O,1,PubChemBioCyc,
C(COP(=O)(O)OC[C@@H](C(=O)O)N)N,1,PubChemBioCyc,
CC1=CN=C(C(=C1C=O)O)C,1,PubChemBioCyc,
C([C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)OP(=O)(O)O,1,PubChemBioCyc,
CC(=C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1,PubChemBioCyc,
C1=C(C=C(C(=C1O)O)O)C2=C(C=C3C(=CC(=O)C=C3O2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,1,PubChemBioCyc,
C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C,1,PubChemBioCyc,
C1=CN=C(N=C1C[C@@H](C(=O)O)N)N,1,PubChemBioCyc,
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2C=CC4=CC(=O)CC[C@]34C)O)C,1,PubChemBioCyc,
C[S+](C)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,1,PubChemBioCyc,
C[C@H](CCCC(C)C)[C@H]1CC=C2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C,1,PubChemBioCyc,
C1=CNC(=O)N(C1=O)C[C@@H](C(=O)O)N,1,PubChemBioCyc,
C(C(=O)CCl)OP(=O)(O)O,1,PubChemBioCyc,
C[C@@H]1C[C@@H]2[C@H]3[C@](CCC[C@@]3([C@@]14CC[C@]5(O4)COC=C5)C)(C(=O)O2)C,1,PubChemBioCyc,
CCCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,1,PubChemBioCyc,
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O,1,PubChemBioCyc,
C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)C)(C)C,1,PubChemBioCyc,
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)O)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)CO)CO)CO)CO)O)O)O)O,1,PubChemBioCyc,
CC(CCCCCCCCCC(=O)O)O,1,PubChemBioCyc,
C[C@H]1[C@H]([C@@H](C(=CO1)C(=O)OC)CC(=O)O)C=O,1,PubChemBioCyc,
C(C[C@@H](C(=O)O)N)CNO,1,PubChemBioCyc,
C1=CNOC1=O,1,PubChemBioCyc,
CC1=C(SC(=S)N1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O,1,PubChemBioCyc,
C[C@]1(CC[C@@H]2C(=C1)C(=O)C[C@H]3[C@]2(CCC(=O)C3(C)C)C)C=C,1,PubChemBioCyc,
